OpenTime,Open,High,Low,Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2020-11-26 19:00:00,494.46,504.11,487.75,500.14,79790.90046000,,,,,519.89
2020-11-26 20:00:00,500.16,523.38,499.92,522.45,102183.13043000,,,,,513.01
2020-11-26 21:00:00,522.38,523.24,511.66,513.38,60750.82627000,,,,,515.11
2020-11-26 22:00:00,513.26,522.04,512.69,520.82,24129.71344000,,,,,512.65
2020-11-26 23:00:00,520.82,521.1,512.01,519.83,42747.63966000,,,,,513.25
2020-11-27 00:00:00,519.83,530.15,515.0,528.6,67071.26236000,,,,,514.24
2020-11-27 01:00:00,528.64,530.62,523.96,525.83,66679.22663000,,,,,514.07
2020-11-27 02:00:00,525.83,528.45,515.98,517.13,54444.93713000,,,,,507.92
2020-11-27 03:00:00,517.12,524.37,517.03,519.35,44425.89389000,,,,,509.93
2020-11-27 04:00:00,519.34,525.14,518.43,520.67,34408.86636000,,,,,516.66
2020-11-27 05:00:00,520.67,529.0,520.65,526.78,35953.27764000,,,,,518.5
2020-11-27 06:00:00,526.78,527.48,523.0,525.46,29231.24347000,,,,,517.32
2020-11-27 07:00:00,525.47,525.75,515.05,517.48,51985.29135000,,,,,527.87
2020-11-27 08:00:00,517.5,517.68,503.12,509.16,99116.16786000,,,,,527.06
2020-11-27 09:00:00,509.24,516.0,502.31,503.93,73532.48378000,,,,,533.51
2020-11-27 10:00:00,503.93,513.08,503.88,512.28,47941.54903000,,,,,538.76
2020-11-27 11:00:00,512.33,512.33,504.52,507.84,43078.01511000,,,,,541.36
2020-11-27 12:00:00,507.84,514.32,506.17,513.83,40648.21934000,,,,,542.99
2020-11-27 13:00:00,513.82,516.33,511.06,511.69,33787.48514000,,,,,545.99
2020-11-27 14:00:00,511.7,514.0,505.39,507.64,45023.43695000,509.185,,,,541.01
2020-11-27 15:00:00,507.69,508.96,494.1,496.33,66769.90051000,512.36,,,,543.05
2020-11-27 16:00:00,496.33,506.74,493.72,506.44,60679.74391000,512.1700000000001,,,,542.37
2020-11-27 17:00:00,506.41,506.44,501.99,504.0,27468.28029000,512.1700000000001,,,,537.52
2020-11-27 18:00:00,504.0,509.0,502.44,506.34,24027.00838000,512.1700000000001,,,,537.46
2020-11-27 19:00:00,506.34,508.5,504.07,506.7,17115.90941000,512.1700000000001,,,,533.62
2020-11-27 20:00:00,506.7,515.5,504.46,514.6,41881.52561000,512.1700000000001,,,,540.43
2020-11-27 21:00:00,514.56,516.23,510.01,515.6,30782.73403000,511.36,,,,543.08
2020-11-27 22:00:00,515.5,518.76,512.06,513.26,23630.69130000,511.36,,,,538.96
2020-11-27 23:00:00,513.36,518.68,513.28,518.68,28381.13166000,511.36,,,,541.12
2020-11-28 00:00:00,518.59,520.6,513.71,518.62,31583.40491000,511.36,,,,538.35
2020-11-28 01:00:00,518.62,520.18,515.81,519.89,29818.28032000,510.6,,,,541.35
2020-11-28 02:00:00,519.93,520.0,512.12,513.01,32179.88503000,509.735,,,,551.25
2020-11-28 03:00:00,513.01,515.46,512.46,515.11,21854.01269000,507.16,,,,550.7
2020-11-28 04:00:00,515.11,516.01,509.36,512.65,25508.73761000,507.16,,,,555.05
2020-11-28 05:00:00,512.67,513.59,509.57,513.25,20883.44643000,507.16,,,,551.32
2020-11-28 06:00:00,513.24,514.91,512.19,514.24,23021.08707000,507.16,,,,551.0
2020-11-28 07:00:00,514.31,516.34,513.39,514.07,19916.98442000,507.16,,,,554.67
2020-11-28 08:00:00,514.07,517.2,507.1,507.92,36418.02014000,507.16,,,,552.37
2020-11-28 09:00:00,507.9,511.06,506.59,509.93,21135.89185000,507.16,,,,554.42
2020-11-28 10:00:00,509.93,518.52,509.21,516.66,39821.74765000,507.16,,,,553.78
2020-11-28 11:00:00,516.69,519.85,514.7,518.5,27055.03275000,507.16,,,,553.7
2020-11-28 12:00:00,518.5,520.31,516.0,517.32,29335.37743000,511.295,,,,554.33
2020-11-28 13:00:00,517.32,528.0,516.24,527.87,60252.90124000,515.22,,,,551.79
2020-11-28 14:00:00,527.91,528.67,524.02,527.06,52182.65636000,516.37,,,,557.14
2020-11-28 15:00:00,527.08,533.68,525.13,533.51,68531.62163000,519.0699999999999,,,,567.15
2020-11-28 16:00:00,533.51,542.28,533.36,538.76,97141.37723000,524.435,,,,570.43
2020-11-28 17:00:00,538.75,541.81,534.27,541.36,47762.35413000,524.435,,,,576.3
2020-11-28 18:00:00,541.39,545.19,540.35,542.99,51503.07333000,525.89,,,,587.22
2020-11-28 19:00:00,542.99,546.78,539.16,545.99,37191.67500000,526.685,,,,587.25
2020-11-28 20:00:00,546.01,547.94,540.24,541.01,47786.83472000,527.265,,,,585.72
2020-11-28 21:00:00,541.02,543.61,540.56,543.05,24636.67380000,527.265,,,,588.03
2020-11-28 22:00:00,543.04,547.29,540.88,542.37,20879.48453000,527.265,,,,584.88
2020-11-28 23:00:00,542.39,545.19,535.15,537.52,34108.05404000,527.265,,,,582.77
2020-11-29 00:00:00,537.5,539.58,531.44,537.46,44877.44331000,527.265,,,,585.17
2020-11-29 01:00:00,537.49,537.84,530.32,533.62,35669.63183000,527.265,,,,577.07
2020-11-29 02:00:00,533.68,541.08,531.7,540.43,29100.37054000,527.265,,,,576.51
2020-11-29 03:00:00,540.43,543.8,539.7,543.08,27005.83655000,527.265,,,,580.12
2020-11-29 04:00:00,543.06,543.23,538.53,538.96,21086.02224000,527.265,,,,588.26
2020-11-29 05:00:00,538.96,542.5,538.16,541.12,18428.75663000,528.575,,,,595.72
2020-11-29 06:00:00,541.12,541.12,537.0,538.35,18212.04877000,531.32,517.845,,,601.81
2020-11-29 07:00:00,538.35,542.84,535.92,541.35,26274.35133000,531.97,520.83,,,603.12
2020-11-29 08:00:00,541.33,551.98,540.6,551.25,65871.79878000,534.11,522.85,,,596.33
2020-11-29 09:00:00,551.24,553.71,547.36,550.7,43968.65749000,538.865,523.715,,,602.01
2020-11-29 10:00:00,550.71,555.4,548.75,555.05,41614.73278000,540.265,524.56,,,605.49
2020-11-29 11:00:00,555.04,558.75,548.23,551.32,56011.23068000,544.5350000000001,526.235,,,597.92
2020-11-29 12:00:00,551.36,553.68,546.61,551.0,41549.13879000,544.5350000000001,526.235,,,602.39
2020-11-29 13:00:00,550.99,554.69,550.2,554.67,31566.50682000,544.5350000000001,526.235,,,605.99
2020-11-29 14:00:00,554.67,556.86,552.09,552.37,32195.20632000,544.5350000000001,526.235,,,605.58
2020-11-29 15:00:00,552.38,555.6,550.38,554.42,23163.48140000,544.5350000000001,526.235,,,610.62
2020-11-29 16:00:00,554.4,557.38,549.04,553.78,51559.31434000,544.5350000000001,526.235,,,616.66
2020-11-29 17:00:00,553.77,556.9,552.41,553.7,31418.50457000,544.5350000000001,526.235,,,605.63
2020-11-29 18:00:00,553.69,554.53,551.35,554.33,19167.04644000,544.5350000000001,526.235,,,610.93
2020-11-29 19:00:00,554.34,555.15,551.15,551.79,15610.72554000,544.5350000000001,526.235,,,611.07
2020-11-29 20:00:00,551.75,557.66,551.48,557.14,27275.88874000,544.5350000000001,526.235,,,605.14
2020-11-29 21:00:00,557.14,569.3,556.8,567.15,65139.11785000,550.5,531.51,,,603.59
2020-11-29 22:00:00,567.15,572.92,562.42,570.43,38027.30415000,554.42,533.3199999999999,,,608.44
2020-11-29 23:00:00,570.42,576.9,570.37,576.3,50483.35075000,556.41,535.31,,,605.56
2020-11-30 00:00:00,576.32,592.4,576.27,587.22,94555.41319000,564.16,543.06,,,610.8
2020-11-30 01:00:00,587.22,593.08,582.08,587.25,62934.13448000,564.5,543.4000000000001,,,609.15
2020-11-30 02:00:00,587.24,589.0,585.04,585.72,30624.29011000,564.5,543.4000000000001,,,614.47
2020-11-30 03:00:00,585.73,589.07,581.15,588.03,43777.59719000,566.84,543.4000000000001,,,627.72
2020-11-30 04:00:00,588.01,588.66,583.5,584.88,23859.88992000,569.845,547.5350000000001,,,615.93
2020-11-30 05:00:00,584.83,587.95,582.43,582.77,30483.40280000,569.845,547.76,,,576.85
2020-11-30 07:00:00,582.8,587.73,582.22,585.17,38116.46032000,569.845,548.575,,,589.21
2020-11-30 08:00:00,585.17,585.56,572.18,577.07,82790.94918000,569.845,548.77,,,610.61
2020-11-30 09:00:00,577.09,579.61,570.07,576.51,47764.84144000,571.06,549.835,,,603.94
