OpenTime,Open,High,Low,Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2020-11-26 15:00:00,1.21628,1.25348,1.21064,1.23155,57.18230000,,,,,1.3905
2020-11-26 16:00:00,1.23093,1.24478,1.20004,1.205,48.72340000,,,,,1.38747
2020-11-26 17:00:00,1.20501,1.23376,1.17001,1.22025,70.86250000,,,,,1.3678
2020-11-26 18:00:00,1.22156,1.225,1.20343,1.20788,25.38570000,,,,,1.36859
2020-11-26 19:00:00,1.21095,1.25321,1.2034,1.25201,43.61300000,,,,,1.38418
2020-11-26 20:00:00,1.25201,1.277,1.24356,1.27244,86.18450000,,,,,1.36952
2020-11-26 21:00:00,1.27153,1.32777,1.24925,1.3,122.49260000,,,,,1.37227
2020-11-26 22:00:00,1.29982,1.341,1.29816,1.31882,81.71180000,,,,,1.35675
2020-11-26 23:00:00,1.32,1.3629,1.3041,1.361,63.20680000,,,,,1.358
2020-11-27 00:00:00,1.36101,1.48,1.361,1.401,282.19000000,,,,,1.35288
2020-11-27 01:00:00,1.401,1.40685,1.32881,1.36319,145.86480000,,,,,1.34514
2020-11-27 02:00:00,1.36312,1.41537,1.35,1.37212,103.76300000,,,,,1.34353
2020-11-27 03:00:00,1.37546,1.40364,1.36711,1.37825,52.32410000,,,,,1.34238
2020-11-27 04:00:00,1.37988,1.41,1.378,1.39299,48.72000000,,,,,1.35978
2020-11-27 05:00:00,1.3954,1.42622,1.37777,1.38008,46.00750000,,,,,1.35877
2020-11-27 06:00:00,1.38113,1.41,1.368,1.40213,43.23300000,,,,,1.3741
2020-11-27 07:00:00,1.40379,1.42451,1.38509,1.39716,44.86810000,,,,,1.38332
2020-11-27 08:00:00,1.39783,1.39874,1.3448,1.36833,98.18290000,,,,,1.3899
2020-11-27 09:00:00,1.36738,1.40606,1.36225,1.37382,48.27950000,,,,,1.37128
2020-11-27 10:00:00,1.374,1.41729,1.374,1.41355,52.18270000,1.325005,,,,1.34513
2020-11-27 11:00:00,1.41163,1.41365,1.37993,1.3913,22.61010000,1.325005,,,,1.34069
2020-11-27 12:00:00,1.39331,1.41,1.375,1.38443,38.52420000,1.325005,,,,1.35062
2020-11-27 13:00:00,1.38444,1.40536,1.37724,1.38142,40.52920000,1.3417,,,,1.34
2020-11-27 14:00:00,1.38111,1.38682,1.37,1.37728,40.92800000,1.3417,,,,1.32252
2020-11-27 15:00:00,1.37579,1.3868,1.34953,1.35431,67.71810000,1.36178,,,,1.318
2020-11-27 16:00:00,1.35408,1.40544,1.3502,1.40333,71.93920000,1.364625,,,,1.32724
2020-11-27 17:00:00,1.40348,1.40676,1.38595,1.404,28.68840000,1.3890799999999999,,,,1.31748
2020-11-27 18:00:00,1.40268,1.42138,1.38822,1.39434,37.43840000,1.39205,,,,1.3206
2020-11-27 19:00:00,1.39401,1.40999,1.38,1.382,21.69940000,1.4044050000000001,,,,1.32741
2020-11-27 20:00:00,1.38201,1.41204,1.375,1.39839,45.44200000,1.377515,,,,1.32618
2020-11-27 21:00:00,1.39828,1.40495,1.38455,1.3905,12.09630000,1.38551,,,,1.31506
2020-11-27 22:00:00,1.39128,1.4,1.37683,1.38747,35.98170000,1.38551,,,,1.3253
2020-11-27 23:00:00,1.38681,1.4,1.36747,1.3678,23.65910000,1.38551,,,,1.31153
2020-11-28 00:00:00,1.37076,1.38,1.36001,1.36859,19.61570000,1.38551,,,,1.32097
2020-11-28 01:00:00,1.37071,1.3885,1.36997,1.38418,9.85990000,1.384655,,,,1.32588
2020-11-28 02:00:00,1.38095,1.38632,1.36915,1.36952,16.75620000,1.384655,,,,1.31386
2020-11-28 03:00:00,1.36907,1.37755,1.365,1.37227,6.61870000,1.3830900000000002,,,,1.31717
2020-11-28 04:00:00,1.37228,1.37441,1.34081,1.35675,33.07960000,1.3810950000000002,,,,1.32291
2020-11-28 05:00:00,1.35671,1.3665,1.35281,1.358,7.44450000,1.3810950000000002,,,,1.31356
2020-11-28 06:00:00,1.35978,1.35978,1.33935,1.35288,24.43140000,1.380365,,,,1.31649
2020-11-28 07:00:00,1.35333,1.35825,1.34514,1.34514,4.70380000,1.380365,,,,1.34834
2020-11-28 08:00:00,1.3466,1.35529,1.33474,1.34353,23.97510000,1.37806,,,,1.34473
2020-11-28 09:00:00,1.34303,1.348,1.33501,1.34238,9.18380000,1.37806,,,,1.3481
2020-11-28 10:00:00,1.34155,1.37494,1.33914,1.35978,27.40990000,1.37806,,,,1.32064
2020-11-28 11:00:00,1.36005,1.36733,1.35326,1.35877,7.51610000,1.37806,,,,1.32449
2020-11-28 12:00:00,1.35776,1.38262,1.35774,1.3741,22.84390000,1.37806,,,,1.32744
2020-11-28 13:00:00,1.37538,1.4,1.37403,1.38332,30.73740000,1.37806,,,,1.32128
2020-11-28 14:00:00,1.38467,1.4,1.37937,1.3899,22.54460000,1.37339,,,,1.32949
2020-11-28 15:00:00,1.38982,1.39628,1.37039,1.37128,40.65290000,1.37339,,,,1.34967
2020-11-28 16:00:00,1.37128,1.38193,1.33002,1.34513,36.92960000,1.3674849999999998,,,,1.3418
2020-11-28 17:00:00,1.34632,1.34822,1.335,1.34069,20.08300000,1.3650099999999998,,,,1.35213
2020-11-28 18:00:00,1.34001,1.35448,1.33673,1.35062,19.05790000,1.3650099999999998,,,,1.34095
2020-11-28 19:00:00,1.35,1.35269,1.33652,1.34,10.05990000,1.3650099999999998,,,,1.34527
2020-11-28 20:00:00,1.34,1.34,1.22,1.32252,74.13080000,1.31,,,,1.3721
2020-11-28 21:00:00,1.32279,1.32518,1.31343,1.318,12.52970000,1.31,,,,1.40786
2020-11-28 22:00:00,1.31766,1.32956,1.31,1.32724,29.93380000,1.31,,,,1.39597
2020-11-28 23:00:00,1.32288,1.33136,1.31666,1.31748,15.06960000,1.31,,,,1.3826
2020-11-29 00:00:00,1.31708,1.32193,1.3045,1.3206,15.36450000,1.31,,,,1.38196
2020-11-29 01:00:00,1.32183,1.32776,1.31208,1.32741,9.57070000,1.31,,,,1.38418
2020-11-29 02:00:00,1.32814,1.3334,1.32166,1.32618,9.02690000,1.31,1.325005,,,1.4
2020-11-29 03:00:00,1.32477,1.3284,1.31355,1.31506,8.65070000,1.31,1.325005,,,1.39816
2020-11-29 04:00:00,1.31523,1.343,1.31306,1.3253,6.57730000,1.31,1.325005,,,1.41046
2020-11-29 05:00:00,1.32529,1.32529,1.3085,1.31153,8.37450000,1.31,1.3417,,,1.41327
2020-11-29 06:00:00,1.31007,1.32167,1.3052,1.32097,13.09490000,1.31,1.3417,,,1.38476
2020-11-29 07:00:00,1.31927,1.32983,1.31778,1.32588,8.93330000,1.31,1.35,,,1.34998
2020-11-29 08:00:00,1.32876,1.33139,1.3098,1.31386,12.33470000,1.31,1.35,,,1.3349
2020-11-29 09:00:00,1.31411,1.32204,1.30564,1.31717,19.62630000,1.31,1.35,,,1.35618
2020-11-29 10:00:00,1.31772,1.3232,1.30716,1.32291,15.66310000,1.3081399999999999,1.35,,,1.35841
2020-11-29 11:00:00,1.32184,1.33493,1.30882,1.31356,52.88210000,1.3009650000000001,1.35,,,1.37085
2020-11-29 12:00:00,1.31285,1.32066,1.31103,1.31649,9.66910000,1.28724,1.32311,,,1.37705
2020-11-29 13:00:00,1.31796,1.34834,1.3138,1.34834,30.33450000,1.28724,1.32311,,,1.35413
2020-11-29 14:00:00,1.34768,1.37886,1.34091,1.34473,61.60170000,1.29943,1.32311,,,1.34973
2020-11-29 15:00:00,1.34448,1.37095,1.3222,1.3481,50.60310000,1.29943,1.32311,,,1.35753
2020-11-29 16:00:00,1.34701,1.35012,1.3175,1.32064,25.75200000,1.34168,1.32311,,,1.3425
2020-11-29 17:00:00,1.32263,1.33022,1.31932,1.32449,5.01560000,1.34168,1.322255,,,1.33943
2020-11-29 18:00:00,1.32401,1.3307,1.315,1.32744,13.90380000,1.34168,1.322255,,,1.30552
2020-11-29 19:00:00,1.32713,1.3318,1.32023,1.32128,9.33760000,1.34168,1.32069,,,1.31811
2020-11-29 20:00:00,1.32021,1.33332,1.31836,1.32949,12.43930000,1.3420299999999998,1.32069,,,1.32528
2020-11-29 21:00:00,1.32703,1.355,1.32459,1.34967,30.70040000,1.3420299999999998,1.32069,,,1.32348
2020-11-29 22:00:00,1.35033,1.35232,1.335,1.3418,23.36570000,1.3420299999999998,1.32069,,,1.33993
2020-11-29 23:00:00,1.34343,1.36598,1.34343,1.35213,28.49570000,1.3420299999999998,1.32069,,,1.41459
2020-11-30 00:00:00,1.35203,1.373,1.33734,1.34095,37.93710000,1.3420299999999998,1.32069,,,1.42664
2020-11-30 01:00:00,1.34153,1.36887,1.34001,1.34527,19.15530000,1.3420299999999998,1.32069,,,1.40653
2020-11-30 02:00:00,1.34386,1.38075,1.34385,1.3721,31.12210000,1.343195,1.32069,,,1.40979
2020-11-30 03:00:00,1.37397,1.413,1.36613,1.40786,79.21710000,1.3593199999999999,1.32069,,,1.39243
2020-11-30 04:00:00,1.40778,1.42223,1.3905,1.39597,103.07300000,1.3639350000000001,1.321115,,,1.37846
